Date,Customer_Name,Email,Product_Category,Price,Quantity,Total_Amount,Status
2024-12-02,Mona Zaki,test.a@web.net,Home Decor,4398.0,2,8796.0,Shipped
2024-05-09,Omar Farouk,user1@mail.com,Office Supplies,4001.0,8,32008.0,Completed
2024-03-19,Sara Ahmed,info@market.eg,Electronics,4830.0,8,38640.0,Pending
2024-12-06,Yomna Soror,admin@tech.io,Groceries,4544.0,9,40896.0,Completed
2024-09-15,Omar Farouk,sales@hub.com,Home Decor,562.0,10,5620.0,Completed
2024-08-10,Layla Mohamed,admin@tech.io,Electronics,4730.0,5,23650.0,Cancelled
2024-08-09,Layla Mohamed,info@market.eg,Home Decor,2391.0,8,19128.0,Shipped
2024-01-01,Ahmed Ali,test.a@web.net,Clothing,3577.0,10,35770.0,Shipped
2024-12-26,Sara Ahmed,admin@tech.io,Home Decor,99.0,4,396.0,Pending
2024-03-15,Yomna Soror,sales@hub.com,Electronics,3218.0,8,25744.0,Cancelled
2024-08-01,Sara Ahmed,,Groceries,4873.0,5,24365.0,Refunded
2024-09-24,Layla Mohamed,admin@tech.io,Groceries,1093.0,6,6558.0,Completed
2024-01-15,Mona Zaki,m.zaki@mail.com,Clothing,2763.0,2,5526.0,Completed
2024-12-05,Sara Ahmed,yomna.dev@email.com,Home Decor,877.0,6,5262.0,Cancelled
2024-10-09,Huda Mansour,m.zaki@mail.com,Groceries,1344.0,2,2688.0,Cancelled
2024-04-10,Mona Zaki,user1@mail.com,Groceries,576.0,9,5184.0,Shipped
2024-08-10,Yomna Soror,info@market.eg,Electronics,3479.0,5,17395.0,Pending
2024-02-01,Mona Zaki,contact@service.org,Groceries,1325.0,8,10600.0,Completed
2024-05-08,Huda Mansour,contact@service.org,Office Supplies,3305.0,10,33050.0,Refunded
2024-02-08,Ali Hassan,admin@tech.io,Clothing,355.0,7,2485.0,Completed
2024-08-20,Ahmed Ali,sales@hub.com,Home Decor,783.0,5,3915.0,Cancelled
2024-12-06,Ahmed Ali,info@market.eg,Groceries,4602.0,1,4602.0,Completed
2024-09-09,Omar Farouk,contact@service.org,Office Supplies,4728.0,9,42552.0,Pending
2024-12-18,Marwan Khaled,sales@hub.com,Electronics,1919.0,7,13433.0,Refunded
2024-08-22,Zainab Tarek,admin@tech.io,Office Supplies,2169.0,4,8676.0,Refunded
2024-03-13,Mona Zaki,yomna.dev@email.com,Home Decor,2899.0,4,11596.0,Cancelled
2024-07-27,Ali Hassan,contact@service.org,Groceries,397.0,5,1985.0,Cancelled
2024-09-14,Omar Farouk,user1@mail.com,Office Supplies,3354.0,3,10062.0,Shipped
2024-07-15,Huda Mansour,contact@service.org,Clothing,4708.0,3,14124.0,Completed
2024-11-05,Omar Farouk,sales@hub.com,Clothing,2083.0,7,14581.0,Refunded
2024-10-01,Ahmed Ali,m.zaki@mail.com,Books,486.0,3,1458.0,Refunded
2024-06-22,Ahmed Ali,admin@tech.io,Clothing,3705.0,9,33345.0,Pending
2024-06-13,Yomna Soror,m.zaki@mail.com,Books,96.0,9,864.0,Refunded
2024-02-06,Layla Mohamed,m.zaki@mail.com,Books,3953.0,10,39530.0,Refunded
2024-02-11,Sara Ahmed,sales@hub.com,Groceries,3724.0,9,33516.0,Refunded
2024-02-26,Mona Zaki,contact@service.org,Office Supplies,850.0,3,2550.0,Refunded
2024-07-23,Sara Ahmed,m.zaki@mail.com,Electronics,3224.0,3,9672.0,Cancelled
2024-07-10,Mona Zaki,m.zaki@mail.com,Clothing,1121.0,9,10089.0,Pending
2024-09-28,Huda Mansour,yomna.dev@email.com,Office Supplies,726.0,7,5082.0,Completed
2024-08-13,Zainab Tarek,user1@mail.com,Office Supplies,1152.0,6,6912.0,Cancelled
2024-01-11,Omar Farouk,sales@hub.com,Home Decor,4840.0,10,48400.0,Pending
2024-04-08,Ali Hassan,user1@mail.com,Electronics,3810.0,8,30480.0,Completed
2024-01-09,Omar Farouk,info@market.eg,Books,713.0,5,3565.0,Cancelled
2024-11-03,Sara Ahmed,yomna.dev@email.com,Groceries,3935.0,7,27545.0,Completed
2024-09-16,Yomna Soror,info@market.eg,Groceries,1123.0,4,4492.0,Cancelled
2024-06-06,Layla Mohamed,contact@service.org,Books,3252.0,9,29268.0,Pending
2024-10-25,Mona Zaki,user1@mail.com,Electronics,4114.0,2,8228.0,Completed
2024-06-13,Mona Zaki,sales@hub.com,Groceries,2898.0,6,17388.0,Cancelled
2024-07-03,Layla Mohamed,admin@tech.io,Electronics,4577.0,8,36616.0,Cancelled
2024-07-06,Marwan Khaled,m.zaki@mail.com,Groceries,4306.0,9,38754.0,Shipped
2024-05-22,Yomna Soror,sales@hub.com,Office Supplies,1601.0,4,6404.0,Pending
2024-05-23,Omar Farouk,m.zaki@mail.com,Office Supplies,3664.0,7,25648.0,Completed
2024-05-26,Layla Mohamed,admin@tech.io,Clothing,1735.0,7,12145.0,Shipped
2024-04-10,Mona Zaki,test.a@web.net,Office Supplies,1208.0,9,10872.0,Completed
2024-12-18,Yomna Soror,admin@tech.io,Electronics,3496.0,9,31464.0,Pending
2024-08-27,Omar Farouk,user1@mail.com,Clothing,1097.0,3,3291.0,Completed
2024-04-11,Zainab Tarek,info@market.eg,Office Supplies,4775.0,1,4775.0,Pending
2024-01-16,Huda Mansour,admin@tech.io,Electronics,376.0,3,1128.0,Shipped
2024-08-09,Ali Hassan,contact@service.org,Office Supplies,832.0,1,832.0,Shipped
2024-11-26,Mona Zaki,admin@tech.io,Home Decor,2182.0,6,13092.0,Refunded
2024-02-03,Omar Farouk,contact@service.org,Office Supplies,4858.0,3,14574.0,Pending
2024-01-21,Zainab Tarek,yomna.dev@email.com,Office Supplies,3964.0,3,11892.0,Completed
2024-08-13,Zainab Tarek,yomna.dev@email.com,Clothing,1288.0,3,3864.0,Refunded
2024-05-06,Marwan Khaled,,Groceries,2514.0,10,25140.0,Refunded
2024-08-07,Huda Mansour,m.zaki@mail.com,Books,59.0,8,472.0,Refunded
2024-02-21,Sara Ahmed,sales@hub.com,Clothing,1136.0,2,2272.0,Completed
2024-07-18,Ahmed Ali,yomna.dev@email.com,Office Supplies,4011.0,7,28077.0,Cancelled
2024-05-12,Layla Mohamed,sales@hub.com,Office Supplies,1601.0,5,8005.0,Completed
2024-09-04,Marwan Khaled,admin@tech.io,Electronics,313.0,6,1878.0,Pending
2024-06-21,Layla Mohamed,user1@mail.com,Groceries,585.0,8,4680.0,Pending
2024-07-27,Zainab Tarek,user1@mail.com,Clothing,610.0,10,6100.0,Refunded
2024-10-04,Sara Ahmed,m.zaki@mail.com,Home Decor,725.0,2,1450.0,Cancelled
2024-12-28,Sara Ahmed,m.zaki@mail.com,Home Decor,3722.0,2,7444.0,Shipped
2024-04-12,Ali Hassan,contact@service.org,Electronics,3914.0,9,35226.0,Pending
2024-05-10,Layla Mohamed,sales@hub.com,Books,588.0,9,5292.0,Completed
2024-11-07,Yomna Soror,sales@hub.com,Electronics,1177.0,5,5885.0,Pending
2024-04-22,Zainab Tarek,m.zaki@mail.com,Office Supplies,2310.0,10,23100.0,Cancelled
2024-06-01,Layla Mohamed,contact@service.org,Office Supplies,3809.0,5,19045.0,Pending
2024-11-27,Ahmed Ali,m.zaki@mail.com,Electronics,3500.0,5,17500.0,Completed
2024-11-22,Yomna Soror,admin@tech.io,Electronics,4027.0,4,16108.0,Pending
2024-07-21,Mona Zaki,test.a@web.net,Office Supplies,4314.0,1,4314.0,Refunded
2024-11-01,Yomna Soror,test.a@web.net,Groceries,3524.0,6,21144.0,Shipped
2024-10-10,Yomna Soror,info@market.eg,Home Decor,271.0,6,1626.0,Refunded
2024-05-17,Marwan Khaled,test.a@web.net,Books,240.0,5,1200.0,Refunded
2024-11-09,Ahmed Ali,info@market.eg,Home Decor,1444.0,2,2888.0,Refunded
2024-08-16,Sara Ahmed,sales@hub.com,Groceries,4641.0,9,41769.0,Pending
2024-03-24,Sara Ahmed,contact@service.org,Office Supplies,3722.0,9,33498.0,Cancelled
2024-09-20,Ali Hassan,user1@mail.com,Office Supplies,4628.0,4,18512.0,Shipped
2024-12-12,Ali Hassan,test.a@web.net,Clothing,1189.0,7,8323.0,Pending
2024-09-27,Ahmed Ali,m.zaki@mail.com,Books,76.0,9,684.0,Shipped
2024-02-06,Layla Mohamed,m.zaki@mail.com,Clothing,669.0,8,5352.0,Pending
2024-10-20,Ahmed Ali,test.a@web.net,Electronics,1735.0,10,17350.0,Refunded
2024-02-16,Ali Hassan,yomna.dev@email.com,Home Decor,3843.0,4,15372.0,Completed
2024-10-04,Yomna Soror,test.a@web.net,Electronics,2828.0,7,19796.0,Cancelled
2024-07-19,Yomna Soror,test.a@web.net,Electronics,4558.0,7,31906.0,Pending
2024-08-03,Ali Hassan,sales@hub.com,Clothing,1529.0,8,12232.0,Pending
2024-01-01,Ahmed Ali,test.a@web.net,Home Decor,2143.0,4,8572.0,Refunded
2024-08-18,Ali Hassan,yomna.dev@email.com,Books,2675.0,1,2675.0,Cancelled
2024-08-17,Huda Mansour,admin@tech.io,Electronics,2514.0,8,20112.0,Cancelled
2024-01-01,Mona Zaki,sales@hub.com,Clothing,181.0,9,1629.0,Cancelled
2024-05-11,Huda Mansour,user1@mail.com,Office Supplies,2924.0,6,17544.0,Completed
2024-06-27,Yomna Soror,m.zaki@mail.com,Office Supplies,65.0,5,325.0,Completed
2024-01-15,Ali Hassan,m.zaki@mail.com,Home Decor,4742.0,4,18968.0,Refunded
2024-05-18,Marwan Khaled,m.zaki@mail.com,Books,58.0,1,58.0,Completed
2024-08-02,Ali Hassan,admin@tech.io,Electronics,2057.0,8,16456.0,Shipped
2024-05-02,Sara Ahmed,sales@hub.com,Home Decor,1770.0,10,17700.0,Completed
2024-03-21,Ahmed Ali,info@market.eg,Electronics,3023.0,3,9069.0,Shipped
2024-02-07,Marwan Khaled,m.zaki@mail.com,Office Supplies,4125.0,8,33000.0,Pending
2024-04-10,Sara Ahmed,m.zaki@mail.com,Home Decor,2710.0,9,24390.0,Shipped
2024-03-03,Layla Mohamed,test.a@web.net,Clothing,3446.0,9,31014.0,Refunded
2024-01-26,Huda Mansour,m.zaki@mail.com,Clothing,1737.0,5,8685.0,Cancelled
2024-02-09,Zainab Tarek,m.zaki@mail.com,Groceries,4109.0,9,36981.0,Pending
2024-06-13,Zainab Tarek,m.zaki@mail.com,Office Supplies,4122.0,1,4122.0,Refunded
2024-08-20,Omar Farouk,contact@service.org,Electronics,1109.0,8,8872.0,Shipped
2024-04-25,Mona Zaki,yomna.dev@email.com,Home Decor,1427.0,4,5708.0,Pending
2024-12-22,Marwan Khaled,user1@mail.com,Office Supplies,4404.0,5,22020.0,Refunded
2024-09-06,Huda Mansour,user1@mail.com,Electronics,920.0,6,5520.0,Cancelled
2024-08-03,Layla Mohamed,m.zaki@mail.com,Groceries,4550.0,2,9100.0,Cancelled
2024-06-23,Yomna Soror,info@market.eg,Office Supplies,601.0,5,3005.0,Pending
2024-09-27,Huda Mansour,sales@hub.com,Books,147.0,8,1176.0,Pending
2024-10-05,Layla Mohamed,m.zaki@mail.com,Books,3179.0,5,15895.0,Pending
2024-06-23,Yomna Soror,sales@hub.com,Books,1616.0,2,3232.0,Completed
2024-12-12,Marwan Khaled,sales@hub.com,Clothing,4909.0,2,9818.0,Pending
2024-12-06,Layla Mohamed,admin@tech.io,Books,3455.0,4,13820.0,Completed
2024-07-24,Sara Ahmed,test.a@web.net,Office Supplies,2641.0,1,2641.0,Pending
2024-12-09,Zainab Tarek,m.zaki@mail.com,Electronics,1244.0,1,1244.0,Cancelled
2024-09-14,Ali Hassan,yomna.dev@email.com,Books,490.0,4,1960.0,Shipped
2024-01-01,Mona Zaki,test.a@web.net,Electronics,3830.0,10,38300.0,Pending
2024-06-18,Zainab Tarek,user1@mail.com,Books,666.0,2,1332.0,Pending
2024-11-03,Omar Farouk,info@market.eg,Office Supplies,1341.0,4,5364.0,Cancelled
2024-01-26,Huda Mansour,yomna.dev@email.com,Office Supplies,1392.0,10,13920.0,Completed
2024-11-25,Sara Ahmed,test.a@web.net,Electronics,1415.0,1,1415.0,Completed
2024-02-12,Yomna Soror,contact@service.org,Groceries,1886.0,6,11316.0,Pending
2024-08-19,Zainab Tarek,yomna.dev@email.com,Electronics,792.0,6,4752.0,Completed
2024-10-25,Mona Zaki,test.a@web.net,Clothing,4622.0,4,18488.0,Cancelled
2024-10-09,Ahmed Ali,test.a@web.net,Groceries,4235.0,6,25410.0,Completed
2024-12-21,Huda Mansour,sales@hub.com,Books,4998.0,1,4998.0,Completed
2024-10-04,Mona Zaki,contact@service.org,Electronics,3074.0,9,27666.0,Completed
2024-10-11,Ahmed Ali,yomna.dev@email.com,Electronics,4158.0,10,41580.0,Shipped
2024-12-05,Huda Mansour,m.zaki@mail.com,Books,4966.0,9,44694.0,Shipped
2024-08-11,Ahmed Ali,info@market.eg,Home Decor,709.0,1,709.0,Shipped
2024-06-20,Huda Mansour,m.zaki@mail.com,Home Decor,2838.0,3,8514.0,Pending
2024-07-23,Mona Zaki,info@market.eg,Electronics,3995.0,4,15980.0,Refunded
2024-09-21,Ahmed Ali,sales@hub.com,Office Supplies,4938.0,3,14814.0,Completed
2024-12-08,Zainab Tarek,admin@tech.io,Electronics,3622.0,1,3622.0,Refunded
2024-12-01,Zainab Tarek,admin@tech.io,Clothing,2930.0,6,17580.0,Cancelled
2024-12-07,Marwan Khaled,info@market.eg,Home Decor,4059.0,8,32472.0,Completed
2024-03-05,Mona Zaki,yomna.dev@email.com,Groceries,3337.0,4,13348.0,Shipped
2024-10-26,Marwan Khaled,yomna.dev@email.com,Books,169.0,7,1183.0,Completed
2024-10-05,Mona Zaki,m.zaki@mail.com,Clothing,4307.0,3,12921.0,Shipped
2024-11-05,Marwan Khaled,test.a@web.net,Books,4444.0,7,31108.0,Completed
2024-12-28,Ahmed Ali,admin@tech.io,Groceries,4757.0,7,33299.0,Completed
2024-03-09,Yomna Soror,yomna.dev@email.com,Home Decor,4424.0,4,17696.0,Refunded
2024-11-24,Mona Zaki,yomna.dev@email.com,Books,1617.0,4,6468.0,Shipped
2024-01-09,Marwan Khaled,yomna.dev@email.com,Home Decor,4564.0,1,4564.0,Completed
2024-06-15,Sara Ahmed,contact@service.org,Groceries,2115.0,7,14805.0,Cancelled
2024-09-27,Yomna Soror,test.a@web.net,Electronics,1035.0,10,10350.0,Shipped
2024-03-07,Layla Mohamed,test.a@web.net,Electronics,976.0,6,5856.0,Shipped
2024-01-08,Omar Farouk,test.a@web.net,Office Supplies,1327.0,8,10616.0,Completed
2024-01-28,Layla Mohamed,test.a@web.net,Clothing,4355.0,1,4355.0,Shipped
2024-01-17,Marwan Khaled,sales@hub.com,Electronics,1812.0,6,10872.0,Shipped
2024-06-17,Sara Ahmed,info@market.eg,Electronics,3567.0,5,17835.0,Cancelled
2024-07-21,Sara Ahmed,yomna.dev@email.com,Electronics,547.0,1,547.0,Refunded
2024-11-13,Marwan Khaled,contact@service.org,Office Supplies,1759.0,10,17590.0,Shipped
2024-05-25,Ali Hassan,sales@hub.com,Electronics,4899.0,5,24495.0,Pending
2024-09-07,Mona Zaki,user1@mail.com,Clothing,2039.0,9,18351.0,Refunded
2024-10-02,Ahmed Ali,yomna.dev@email.com,Books,3215.0,7,22505.0,Pending
2024-03-28,Sara Ahmed,contact@service.org,Electronics,469.0,4,1876.0,Refunded
2024-02-12,Zainab Tarek,info@market.eg,Office Supplies,4433.0,2,8866.0,Shipped
2024-12-26,Huda Mansour,m.zaki@mail.com,Electronics,2826.0,5,14130.0,Pending
2024-12-13,Huda Mansour,contact@service.org,Clothing,3239.0,6,19434.0,Pending
2024-06-11,Marwan Khaled,contact@service.org,Groceries,2514.0,5,12570.0,Pending
2024-07-28,Mona Zaki,admin@tech.io,Clothing,4938.0,3,14814.0,Shipped
2024-06-25,Marwan Khaled,m.zaki@mail.com,Groceries,4152.0,3,12456.0,Completed
2024-06-11,Yomna Soror,info@market.eg,Clothing,2317.0,3,6951.0,Refunded
2024-05-22,Yomna Soror,test.a@web.net,Clothing,2174.0,4,8696.0,Shipped
2024-07-08,Zainab Tarek,yomna.dev@email.com,Clothing,4806.0,4,19224.0,Completed
2024-01-01,Marwan Khaled,sales@hub.com,Electronics,1937.0,9,17433.0,Shipped
2024-02-25,Mona Zaki,,Home Decor,4342.0,6,26052.0,Completed
2024-01-21,Layla Mohamed,m.zaki@mail.com,Clothing,4222.0,6,25332.0,Pending
2024-04-10,Omar Farouk,user1@mail.com,Groceries,2429.0,3,7287.0,Refunded
2024-01-02,Ali Hassan,m.zaki@mail.com,Clothing,1736.0,8,13888.0,Shipped
2024-11-25,Sara Ahmed,test.a@web.net,Office Supplies,2531.0,5,12655.0,Pending
2024-09-10,Ahmed Ali,contact@service.org,Office Supplies,4390.0,2,8780.0,Shipped
2024-01-10,Zainab Tarek,test.a@web.net,Electronics,2872.0,7,20104.0,Refunded
2024-05-14,Ali Hassan,test.a@web.net,Electronics,1527.0,3,4581.0,Cancelled
2024-05-05,Marwan Khaled,admin@tech.io,Groceries,3705.0,7,25935.0,Refunded
2024-01-26,Ahmed Ali,info@market.eg,Home Decor,2409.0,10,24090.0,Cancelled
2024-01-03,Sara Ahmed,contact@service.org,Clothing,4066.0,3,12198.0,Shipped
2024-02-15,Omar Farouk,contact@service.org,Electronics,2514.0,1,2514.0,Shipped
2024-09-27,Omar Farouk,m.zaki@mail.com,Clothing,3619.0,8,28952.0,Shipped
2024-10-20,Omar Farouk,test.a@web.net,Electronics,2171.0,7,15197.0,Shipped
2024-07-02,Layla Mohamed,test.a@web.net,Electronics,660.0,8,5280.0,Pending
2024-12-07,Huda Mansour,yomna.dev@email.com,Clothing,3721.0,9,33489.0,Pending
2024-11-09,Ahmed Ali,info@market.eg,Clothing,507.0,4,2028.0,Refunded
2024-12-02,Mona Zaki,sales@hub.com,Electronics,996.0,5,4980.0,Cancelled
2024-08-18,Ahmed Ali,yomna.dev@email.com,Electronics,978.0,3,2934.0,Completed
2024-02-11,Marwan Khaled,contact@service.org,Home Decor,2455.0,8,19640.0,Cancelled
2024-05-18,Layla Mohamed,admin@tech.io,Books,552.0,6,3312.0,Refunded
2024-02-23,Zainab Tarek,contact@service.org,Electronics,4369.0,3,13107.0,Shipped
2024-10-22,Yomna Soror,m.zaki@mail.com,Electronics,371.0,9,3339.0,Cancelled
2024-09-06,Ahmed Ali,m.zaki@mail.com,Clothing,4873.0,7,34111.0,Completed
2024-08-06,Ali Hassan,yomna.dev@email.com,Books,754.0,6,4524.0,Refunded
2024-02-19,Marwan Khaled,contact@service.org,Electronics,1507.0,9,13563.0,Refunded
2024-05-03,Marwan Khaled,sales@hub.com,Books,3950.0,8,31600.0,Shipped
2024-10-13,Layla Mohamed,sales@hub.com,Clothing,3329.0,1,3329.0,Pending
2024-05-06,Marwan Khaled,sales@hub.com,Electronics,3217.0,9,28953.0,Cancelled
2024-12-28,Ahmed Ali,admin@tech.io,Books,2411.0,1,2411.0,Completed
2024-06-12,Ahmed Ali,yomna.dev@email.com,Groceries,2702.0,9,24318.0,Cancelled
2024-10-23,Ahmed Ali,test.a@web.net,Clothing,1216.0,3,3648.0,Shipped
2024-08-28,Sara Ahmed,contact@service.org,Groceries,139.0,6,834.0,Completed
2024-01-07,Sara Ahmed,admin@tech.io,Office Supplies,814.0,4,3256.0,Cancelled
2024-09-19,Mona Zaki,info@market.eg,Home Decor,4283.0,9,38547.0,Pending
2024-04-08,Ahmed Ali,admin@tech.io,Clothing,3060.0,7,21420.0,Refunded
2024-02-11,Ali Hassan,m.zaki@mail.com,Home Decor,3326.0,1,3326.0,Completed
2024-01-03,Layla Mohamed,contact@service.org,Electronics,4806.0,9,43254.0,Completed
2024-04-13,Marwan Khaled,contact@service.org,Groceries,4235.0,5,21175.0,Completed
2024-04-05,Layla Mohamed,info@market.eg,Home Decor,1034.0,9,9306.0,Cancelled
2024-11-19,Yomna Soror,m.zaki@mail.com,Home Decor,2733.0,6,16398.0,Pending
2024-10-28,Ali Hassan,contact@service.org,Office Supplies,3336.0,3,10008.0,Refunded
2024-09-14,Omar Farouk,test.a@web.net,Electronics,563.0,5,2815.0,Completed
2024-03-02,Sara Ahmed,sales@hub.com,Groceries,2000.0,2,4000.0,Completed
2024-04-24,Sara Ahmed,test.a@web.net,Home Decor,177.0,8,1416.0,Shipped
2024-08-07,Yomna Soror,contact@service.org,Books,3487.0,7,24409.0,Shipped
2024-08-20,Sara Ahmed,yomna.dev@email.com,Clothing,2514.0,10,25140.0,Completed
2024-09-03,Omar Farouk,contact@service.org,Office Supplies,2610.0,1,2610.0,Pending
2024-08-01,Ali Hassan,user1@mail.com,Electronics,4231.0,1,4231.0,Pending
2024-02-25,Yomna Soror,yomna.dev@email.com,Home Decor,228.0,6,1368.0,Pending
2024-10-04,Yomna Soror,m.zaki@mail.com,Home Decor,4060.0,5,20300.0,Completed
2024-09-14,Layla Mohamed,m.zaki@mail.com,Office Supplies,4357.0,8,34856.0,Shipped
2024-09-02,Omar Farouk,admin@tech.io,Clothing,2972.0,1,2972.0,Completed
2024-04-21,Mona Zaki,admin@tech.io,Books,3327.0,6,19962.0,Pending
2024-10-11,Omar Farouk,admin@tech.io,Electronics,148.0,2,296.0,Shipped
2024-01-22,Marwan Khaled,contact@service.org,Clothing,908.0,7,6356.0,Completed
2024-02-24,Ahmed Ali,sales@hub.com,Home Decor,3159.0,1,3159.0,Pending
2024-10-20,Yomna Soror,yomna.dev@email.com,Electronics,822.0,10,8220.0,Shipped
2024-03-18,Zainab Tarek,user1@mail.com,Home Decor,2398.0,9,21582.0,Completed
2024-01-22,Huda Mansour,contact@service.org,Office Supplies,2767.0,8,22136.0,Refunded
2024-06-21,Yomna Soror,sales@hub.com,Electronics,1281.0,6,7686.0,Shipped
2024-01-22,Yomna Soror,contact@service.org,Groceries,3482.0,2,6964.0,Pending
2024-04-22,Layla Mohamed,yomna.dev@email.com,Home Decor,115.0,9,1035.0,Pending
2024-01-27,Layla Mohamed,sales@hub.com,Electronics,4057.0,4,16228.0,Completed
2024-04-03,Sara Ahmed,sales@hub.com,Clothing,2692.0,3,8076.0,Shipped
2024-05-13,Omar Farouk,yomna.dev@email.com,Groceries,4296.0,6,25776.0,Cancelled
2024-12-05,Zainab Tarek,yomna.dev@email.com,Groceries,528.0,7,3696.0,Cancelled
2024-04-25,Ahmed Ali,sales@hub.com,Clothing,3030.0,1,3030.0,Cancelled
2024-05-19,Zainab Tarek,m.zaki@mail.com,Clothing,2725.0,2,5450.0,Refunded
2024-05-18,Sara Ahmed,sales@hub.com,Groceries,3507.0,5,17535.0,Pending
2024-05-21,Ahmed Ali,admin@tech.io,Office Supplies,1970.0,3,5910.0,Completed
2024-08-17,Sara Ahmed,m.zaki@mail.com,Clothing,728.0,2,1456.0,Completed
2024-06-15,Zainab Tarek,test.a@web.net,Office Supplies,2133.0,3,6399.0,Shipped
2024-05-26,Mona Zaki,contact@service.org,Office Supplies,3432.0,1,3432.0,Completed
2024-02-08,Omar Farouk,user1@mail.com,Electronics,2961.0,3,8883.0,Completed
2024-07-16,Huda Mansour,admin@tech.io,Home Decor,3756.0,10,37560.0,Completed
2024-06-28,Yomna Soror,admin@tech.io,Groceries,4165.0,9,37485.0,Cancelled
2024-09-06,Huda Mansour,admin@tech.io,Books,1429.0,2,2858.0,Cancelled
2024-02-15,Sara Ahmed,admin@tech.io,Groceries,2717.0,2,5434.0,Cancelled
2024-05-09,Marwan Khaled,admin@tech.io,Books,1489.0,5,7445.0,Shipped
2024-02-08,Huda Mansour,yomna.dev@email.com,Electronics,4569.0,2,9138.0,Refunded
2024-12-18,Ali Hassan,admin@tech.io,Office Supplies,3001.0,5,15005.0,Completed
2024-04-28,Omar Farouk,test.a@web.net,Books,2831.0,4,11324.0,Shipped
2024-12-03,Huda Mansour,user1@mail.com,Home Decor,2617.0,7,18319.0,Shipped
2024-01-15,Mona Zaki,sales@hub.com,Clothing,4132.0,1,4132.0,Pending
2024-01-20,Marwan Khaled,test.a@web.net,Office Supplies,1820.0,1,1820.0,Shipped
2024-05-23,Zainab Tarek,user1@mail.com,Books,4424.0,8,35392.0,Cancelled
2024-08-09,Layla Mohamed,yomna.dev@email.com,Home Decor,2848.0,3,8544.0,Completed
2024-08-24,Yomna Soror,admin@tech.io,Home Decor,1814.0,8,14512.0,Pending
2024-08-15,Zainab Tarek,user1@mail.com,Office Supplies,1889.0,4,7556.0,Shipped
2024-01-04,Ali Hassan,user1@mail.com,Office Supplies,4838.0,1,4838.0,Refunded
2024-02-19,Ali Hassan,contact@service.org,Home Decor,653.0,7,4571.0,Completed
2024-02-14,Omar Farouk,test.a@web.net,Electronics,4985.0,6,29910.0,Pending
2024-02-13,Mona Zaki,test.a@web.net,Electronics,4870.0,5,24350.0,Shipped
2024-11-27,Huda Mansour,info@market.eg,Office Supplies,991.0,6,5946.0,Pending
2024-07-07,Zainab Tarek,sales@hub.com,Groceries,624.0,1,624.0,Completed
2024-09-18,Yomna Soror,user1@mail.com,Groceries,4740.0,10,47400.0,Pending
2024-11-09,Ali Hassan,admin@tech.io,Books,961.0,7,6727.0,Pending
2024-10-25,Ali Hassan,sales@hub.com,Office Supplies,55.0,8,440.0,Cancelled
2024-07-17,Zainab Tarek,test.a@web.net,Books,173.0,10,1730.0,Cancelled
2024-01-19,Sara Ahmed,yomna.dev@email.com,Clothing,1112.0,6,6672.0,Cancelled
2024-06-15,Omar Farouk,admin@tech.io,Groceries,1147.0,1,1147.0,Shipped
2024-11-16,Zainab Tarek,admin@tech.io,Groceries,3962.0,2,7924.0,Completed
2024-03-21,Ali Hassan,sales@hub.com,Home Decor,249.0,8,1992.0,Completed
2024-11-15,Mona Zaki,user1@mail.com,Home Decor,2905.0,9,26145.0,Refunded
2024-01-07,Sara Ahmed,contact@service.org,Clothing,320.0,7,2240.0,Cancelled
2024-03-11,Layla Mohamed,yomna.dev@email.com,Books,2686.0,7,18802.0,Pending
2024-12-07,Marwan Khaled,contact@service.org,Office Supplies,986.0,9,8874.0,Shipped
2024-01-11,Huda Mansour,sales@hub.com,Home Decor,1320.0,1,1320.0,Shipped
2024-08-16,Zainab Tarek,info@market.eg,Groceries,553.0,7,3871.0,Pending
2024-07-06,Layla Mohamed,test.a@web.net,Clothing,1982.0,9,17838.0,Completed
2024-09-23,Ahmed Ali,sales@hub.com,Clothing,2926.0,8,23408.0,Pending
2024-07-26,Ahmed Ali,info@market.eg,Clothing,2951.0,4,11804.0,Shipped
2024-08-14,Layla Mohamed,user1@mail.com,Books,4176.0,7,29232.0,Shipped
2024-11-17,Zainab Tarek,m.zaki@mail.com,Home Decor,2141.0,8,17128.0,Pending
2024-04-03,Sara Ahmed,contact@service.org,Clothing,3372.0,6,20232.0,Cancelled
2024-03-24,Mona Zaki,user1@mail.com,Home Decor,2652.0,6,15912.0,Completed
2024-04-15,Yomna Soror,yomna.dev@email.com,Clothing,3985.0,6,23910.0,Pending
2024-08-28,Yomna Soror,info@market.eg,Home Decor,2514.0,2,5028.0,Pending
2024-04-26,Huda Mansour,sales@hub.com,Home Decor,609.0,8,4872.0,Refunded
2024-04-06,Layla Mohamed,test.a@web.net,Books,1558.0,3,4674.0,Shipped
2024-10-20,Ahmed Ali,admin@tech.io,Home Decor,3152.0,10,31520.0,Shipped
2024-05-17,Sara Ahmed,user1@mail.com,Electronics,1636.0,1,1636.0,Refunded
2024-06-07,Marwan Khaled,yomna.dev@email.com,Office Supplies,2445.0,10,24450.0,Pending
2024-07-21,Layla Mohamed,user1@mail.com,Groceries,2140.0,10,21400.0,Refunded
2024-09-01,Sara Ahmed,test.a@web.net,Groceries,1401.0,10,14010.0,Refunded
2024-10-28,Omar Farouk,sales@hub.com,Office Supplies,2514.0,8,20112.0,Shipped
